35
0 516.575,197.075,474.772,194.089,505.229,283.071,463.2,266.4,433.565,283.071,483.73,279.488,508.812,336.819,471.786,331.444,487,353,437.184,343.872,
1 516.575,197.075,437.184,343.872,474.772,194.089,505.229,283.071,508.812,336.819,433.565,283.071,896.832,368.064,463.2,266.4,483.73,279.488,471.786,331.444,
2 516.575,197.075,505.229,283.071,474.772,194.089,508.812,336.819,767.52,374.4,433.565,283.071,864,349.2,463.2,266.4,483.73,279.488,471.786,331.444,
3 516.575,197.075,437.184,345.6,505.229,283.071,488,353,474.772,194.089,508.812,336.819,483.73,279.488,433.565,283.071,463.2,266.4,471.786,331.444,
4 437.184,345.6,516.575,197.075,505.229,283.071,896.832,366.336,508.812,336.819,483.73,279.488,472.781,194.089,433.565,283.071,462,266.4,471.786,331.444,
5 141.12,308.16,505.229,283.071,516.326,194.918,474.772,194.089,898.56,364.608,483.73,279.488,508.812,336.819,462,266.4,433.565,283.071,471.786,331.444,
6 822.528,366.336,437.184,345.6,505.229,283.071,462,266.4,516.326,194.918,483.73,279.488,508.812,336.819,472.781,194.089,433.565,283.071,471.786,334.43,
7 462,266.4,437.184,345.6,505.229,283.071,822.528,364.608,516.575,197.075,471.786,194.089,433.565,283.071,508.812,336.819,486.716,280.683,468.8,331.444,
8 772.8,373.2,462,266.4,505.229,283.071,471.786,194.089,824.256,364.608,516.575,197.075,508.812,336.819,433.565,283.071,487.313,279.488,468.8,331.444,
9 773.28,372.96,664,410,471.786,194.089,505.229,283.071,515.082,194.089,462,266.4,433.565,283.071,508.812,336.819,486.716,280.683,468.8,331.444,
10 824.256,364.608,437.184,345.6,471.786,194.089,505.229,283.071,515.082,194.089,433.565,283.071,462,266.4,508.812,336.819,487.313,279.488,468.8,331.444,
11 898.56,362.88,437.184,345.6,471.786,194.089,505.229,283.071,515.082,194.089,433.565,283.071,508.812,336.819,462,266.4,487.313,279.488,763.218,240.073,
12 776.16,371.52,435,348,471.786,194.089,505.229,283.071,515.082,194.089,460.8,266.4,433.565,283.071,508.812,336.819,487.313,279.488,763.218,240.073,
13 460.8,266.4,776.4,372,435,348,515.082,196.577,471.786,194.089,505.229,283.071,435.954,286.655,505.229,336.819,487.313,279.488,759.635,243.656,
14 825.984,362.88,515.082,196.577,460.8,266.4,125.28,312.48,471.786,194.089,505.229,283.071,435.954,286.655,217.2,352.8,487.313,279.488,763.218,243.656,
15 435,349,471.786,194.089,513.589,194.089,778,372,505.229,283.071,460.8,266.4,435.954,286.655,470.707,192.845,487.313,279.488,469.397,333.236,
16 437.76,348.48,435,349,471.786,194.089,515.082,196.577,435.954,286.655,460.8,266.4,508.812,336.819,506.304,286.848,487.313,279.488,773.967,240.073,
17 435,349,780,370.8,471.786,194.089,514.253,192.845,505.229,286.655,435.954,286.655,460.8,266.4,655,395,487.313,279.488,773.967,240.073,
18 781,371,515.082,194.089,471.786,194.089,898.56,359.424,435.954,286.655,505.229,286.655,460.8,266.4,657,395,489.702,280.683,777.55,240.073,
19 827.712,361.152,471.786,194.089,515.082,194.089,437.76,348.48,459.6,266.4,435.954,286.655,505.229,286.655,659,395,490.896,279.488,165.888,340.416,
20 900.288,357.696,48,315.6,514.253,192.845,471.786,194.089,459.6,266.4,435.954,286.655,505.229,286.655,471.786,194.089,495.176,278.692,172.8,333.504,
21 306,307,898.56,357.696,514.253,192.845,470.293,194.089,459.6,266.4,435.954,286.655,505.229,286.655,663,395,495.176,278.692,784.717,236.49,
22 514.253,192.845,74.4,338.4,828,360,468.634,190.771,435.954,286.655,505.229,286.655,459.6,266.4,666,395,495.673,277.697,788.3,235.893,
23 513.589,194.089,466,339,73,339,468.634,190.771,435.954,286.655,459.6,266.4,505.229,286.655,668,395,495.59,279.936,165.888,340.416,
24 512.395,197.075,829.44,359.424,437.76,349.92,468.634,190.771,459.6,266.4,435.954,286.655,505.229,286.655,214.56,358.56,501,292,794.272,235.893,
25 513.589,194.089,468.8,191.103,465,339,437.76,349.92,459.6,266.4,435.954,286.655,505.229,286.655,672.48,394.56,500,290,164.16,340.416,
26 513.589,194.089,468.8,191.103,465,339,437.76,349.92,459.6,266.4,505.229,286.655,435.954,286.655,675,395,497.664,290.304,164.16,342.144,
27 513.589,194.089,466.56,338.4,468.8,191.103,436,351,505.229,286.655,458.4,266.4,435.954,286.655,677,395,497.664,290.304,673.92,376.704,
28 468.8,191.103,513.589,194.089,298,309,496,356,458.4,266.4,435.954,286.655,505.229,286.655,678.24,394.56,498.24,290.88,677.376,376.704,
29 468.8,191.103,513.589,194.089,436,351,466.56,338.4,458.4,266.4,437.944,286.157,505.229,286.655,837.734,356.659,183.6,309.6,679.104,376.704,
30 436,351,468.8,191.103,513.589,194.089,96,321.6,458.4,266.4,435.954,286.655,682.56,394.56,434,286,183.6,309.6,680.832,376.704,
31 513.589,194.089,468.8,191.103,723,409,438,351.6,458.4,266.4,435.954,286.655,837.734,354.586,294,282,902.016,305.856,809.202,235.893,
32 898.56,352.512,293,310,513.589,194.089,467.804,191.601,458.4,266.4,435.954,286.655,686.88,394.56,435,286,182.4,310.8,679.312,333.435,
33 898.56,352.512,292,310,512.179,190.771,465.814,191.103,458.4,266.4,689.76,394.56,437.944,286.157,435.6,286.8,498.24,290.88,815.174,232.907,
34 898.56,350.784,512.594,194.089,57.024,345.6,465.814,191.103,691.2,394.56,457.2,266.4,438.94,286.655,436,287,182.4,312,160.704,340.416,
